Date,  AOR  ,  SCHG.K  ,  QQQ.O  ,  ACWI.O  ,  ESGU.O  ,  CRBN.K  ,  ESGG.K  ,  AAPL.O  ,  MSFT.O  ,  JNJ  ,  PG  ,  V  ,  MA  ,  GOOG.O  ,  META.O  ,  TSLA.O  ,  AMZN.O  ,  UL  ,  JPM  ,  ADBE.O  ,  MRK  ,  PG  ,CL =F, 6E=F , 6B=F , TYX , TNX , FVX 
6/27/2019,45.89,41.38,186.5,73.4,64.27,119.19,92.12,49.94,134.15,140.69,109.78,171.23,261.1,53.8,189.5,14.86,95.21,61.67,108.84,293.23,79.93,109.78,59.43,1.14,1.27,2.52,2.01,1.76
6/28/2019,46.02,41.61,186.74,73.71,64.53,119.62,92.38,49.48,133.96,139.28,109.65,173.55,264.53,54.05,193,14.9,94.68,61.97,111.8,294.65,79.95,109.65,58.47,1.14,1.27,2.53,2,1.76
7/1/2019,46.2,41.98,189.26,74.29,65.21,120.59,93.08,50.39,135.68,139.36,110.49,173.94,266.77,54.9,193,15.14,96.11,62.06,113.68,300.97,80.81,110.49,59.09,1.13,1.26,2.56,2.03,1.8
7/2/2019,45.87,42.13,190.01,74.47,65.16,120.91,93.44,50.68,136.58,140.03,111.48,175.28,270.57,55.56,195,14.97,96.72,63.05,113.8,301.39,81.54,111.48,56.25,1.13,1.26,2.51,1.98,1.75
7/3/2019,46.11,42.46,191.44,74.94,65.73,121.65,94.08,51.1,137.46,142.14,114.08,176.87,273.08,56.08,197.2,15.66,96.95,63.8,112.82,305.7,82.86,114.08,57.34,1.13,1.26,2.47,1.95,1.74
7/5/2019,45.91,42.42,191.05,74.59,65.63,121.13,93.74,51.06,137.06,140.57,113.15,176.66,272.14,56.58,196.4,15.54,97.15,63.27,113.49,303.98,81.62,113.15,57.51,1.12,1.25,2.55,2.05,1.84
7/8/2019,45.78,42.17,189.71,74.2,65.41,120.72,93.33,50.01,136.96,140.97,114.05,176.19,271.23,55.82,195.76,15.36,97.62,63.5,112.87,302.92,80.13,114.05,57.66,1.12,1.25,2.52,2.03,1.84
7/9/2019,45.73,42.33,190.66,74.16,65.44,120.72,93.08,50.31,136.46,141.41,112.91,177.73,273.34,56.24,199.21,15.34,99.42,62.9,113.35,304.2,80.92,112.91,57.83,1.12,1.25,2.53,2.05,1.87
7/10/2019,45.85,42.57,192.56,74.54,65.69,121.15,93.64,50.81,137.85,141.21,113.75,179.31,275.38,57.02,202.73,15.93,100.87,62.68,113.02,306.98,80.88,113.75,60.43,1.13,1.25,2.57,2.06,1.83
7/11/2019,45.79,42.73,192.42,74.63,65.75,121.29,93.64,50.44,138.4,140.11,114.38,180.74,278.32,57.21,201.23,15.91,100.05,62.74,114.1,307.6,77.24,114.38,60.2,1.13,1.25,2.64,2.12,1.88
7/12/2019,45.89,42.96,193.53,74.85,66.13,121.69,93.65,50.83,138.9,134.3,114.99,180.33,279.54,57.25,204.87,16.34,100.55,62.68,115.3,309.42,76.02,114.99,60.21,1.13,1.26,2.63,2.11,1.86
7/15/2019,45.93,42.98,194.15,74.91,66.2,121.8,94.21,51.3,138.9,134.71,115.48,180.57,279.37,57.52,203.91,16.9,101.05,62.84,113.9,308.76,77.2,115.48,59.58,1.13,1.25,2.61,2.09,1.85
7/16/2019,45.84,42.84,193.15,74.63,66.04,121.5,94.08,51.13,137.08,132.5,115.89,179.31,276.62,57.68,203.84,16.83,100.5,63.15,115.12,305.7,77.8,115.89,57.62,1.12,1.24,2.63,2.12,1.88
7/17/2019,45.75,42.59,192.2,74.3,65.64,120.99,93.85,50.84,136.27,131.86,115.94,179.15,275.28,57.32,201.8,16.99,99.6,63.1,113.99,309.39,78.11,115.94,56.78,1.13,1.25,2.57,2.06,1.83
7/18/2019,45.9,42.66,192.42,74.65,65.74,121.29,93.84,51.42,136.42,132.07,115.44,180.53,276.78,57.32,200.78,16.9,98.9,63.31,114.67,310.08,78.85,115.44,55.3,1.13,1.26,2.57,2.04,1.79
7/19/2019,45.68,42.37,191.01,74.22,65.46,120.79,93.82,50.65,136.62,130.31,115.01,179.24,275.6,56.51,198.36,17.21,98.23,62.36,113.54,306.87,77.61,115.01,55.63,1.12,1.25,2.58,2.05,1.81
7/22/2019,45.85,42.55,192.53,74.4,65.58,120.98,93.61,51.81,138.43,128.64,115.3,180.57,278.61,56.9,202.32,17.05,99.28,62.8,114.27,308.55,77.44,115.3,56.22,1.12,1.25,2.57,2.04,1.8
7/23/2019,45.88,42.8,193.79,74.81,66,121.78,93.61,52.21,139.29,128.84,113.85,180.9,278.97,57.31,202.36,17.34,99.72,62.64,116.36,307.88,78.22,113.85,56.77,1.12,1.25,2.61,2.07,1.83
7/24/2019,46.08,42.98,195.15,75.05,66.39,122.12,94.05,52.17,140.72,129.78,112.6,183.33,280.25,56.89,204.66,17.66,100.04,62.23,116.83,310.27,77.95,112.6,55.88,1.12,1.25,2.58,2.05,1.82
7/25/2019,45.81,42.71,193.3,74.49,65.97,121.21,93.69,51.76,140.19,131.12,112.77,181.59,279.35,56.61,200.71,15.25,98.69,60.89,115.71,308.73,77.95,112.77,56.02,1.12,1.25,2.6,2.07,1.85
7/26/2019,46.02,43.09,195.29,74.86,66.45,122.05,94.15,51.94,141.34,130.73,114.73,183.69,282.07,62.52,199.75,15.2,97.15,60.95,116.22,311.27,77.65,114.73,56.2,1.11,1.24,2.6,2.08,1.86
7/29/2019,45.94,42.98,194.62,74.81,66.42,121.84,94.15,52.42,141.03,133.02,116,183.21,281.44,61.97,195.94,15.72,95.62,61.46,115.85,307.22,78.66,116,56.87,1.12,1.22,2.58,2.06,1.83
7/30/2019,45.77,42.88,193.78,74.45,66.23,121.05,93.65,52.2,140.35,132.08,120.41,181.53,278.16,61.26,197.04,16.15,94.93,61.07,115.59,303.64,79.4,120.41,58.05,1.12,1.22,2.59,2.06,1.84
7/31/2019,45.54,42.39,191.1,73.76,65.74,120.09,93.13,53.26,136.27,130.22,118.04,178,272.27,60.83,194.23,16.11,93.34,60.12,116,298.86,79.13,118.04,58.58,1.11,1.22,2.53,2.02,1.84
8/1/2019,45.51,42.11,190.15,73.16,65.11,118.98,93.13,52.11,138.06,130.29,116.73,179.17,274.16,60.45,192.73,15.59,92.77,60.41,112.94,298.44,79.8,116.73,53.95,1.11,1.22,2.44,1.89,1.68
8/2/2019,45.31,41.72,187.35,72.51,64.23,118.12,91.3,51.01,136.9,131.07,116.44,177.42,269.45,59.7,189.02,15.62,91.16,59.87,112.93,293.71,80.54,116.44,55.66,1.11,1.22,2.39,1.86,1.67
8/5/2019,44.64,40.38,180.73,70.37,62.61,114.57,88.89,48.34,132.21,130.16,113.08,168.86,256.84,57.62,181.73,15.22,88.26,58.69,109.57,280.36,79.26,113.08,54.69,1.12,1.22,2.3,1.74,1.53
8/6/2019,44.96,40.99,183.26,71.17,63.28,115.94,89.02,49.25,134.69,130.77,114.28,172.48,264.68,58.5,184.51,15.38,89.39,58.9,110.43,286.21,80.43,114.28,53.63,1.12,1.22,2.27,1.74,1.55
8/7/2019,45,41.12,184.25,71.42,63.36,116.19,89.65,49.76,135.28,130.21,115.52,175.32,269.31,58.7,185.15,15.56,89.67,59.39,108.03,289.02,80.33,115.52,51.09,1.12,1.22,2.2,1.68,1.5
8/8/2019,45.41,41.97,188.26,72.47,64.59,117.95,91.39,50.86,138.89,131.68,117.44,179.9,278.04,60.24,190.16,15.89,91.64,59.09,109.86,297.78,80.79,117.44,52.54,1.12,1.21,2.23,1.72,1.54
8/9/2019,45.18,41.66,186.49,71.98,64.24,117.26,90.84,50.25,137.71,132.04,116.78,179.05,274.95,59.4,187.85,15.67,90.38,58.86,109.74,294.83,81.55,116.78,54.5,1.12,1.21,2.25,1.73,1.56
8/12/2019,45,41.16,184.35,71.17,63.34,115.99,89.89,50.12,135.79,131.93,116.03,176.34,270,58.74,185.37,15.27,89.25,59.5,107.68,288.65,81.07,116.03,54.93,1.12,1.21,2.13,1.64,1.48
8/13/2019,45.29,41.87,188.39,72.21,64.25,117.41,91.19,52.24,138.6,133.42,117.25,178.61,274.53,59.86,188.45,15.67,91.22,59.49,109.34,293.17,82.08,117.25,57.1,1.12,1.21,2.14,1.68,1.57
8/14/2019,44.63,40.62,182.76,70.15,62.58,114.12,88.66,50.69,133.98,130.26,115.79,173.51,267.15,58.21,179.71,14.64,88.15,59.46,104.8,283.66,79.52,115.79,55.23,1.11,1.21,2.03,1.58,1.49
8/15/2019,44.76,40.78,182.55,70.28,62.61,114.4,88.73,50.44,133.68,130.54,117.39,176.27,271.89,58.36,182.59,14.38,88.81,60.03,105.2,282.71,79.58,117.39,54.47,1.11,1.21,1.98,1.53,1.42
8/16/2019,45.12,41.39,185.48,71.24,63.45,115.94,89.9,51.63,136.13,131.36,119.18,178.23,274.36,58.88,183.7,14.66,89.63,61.06,107.72,287.45,81.11,119.18,54.87,1.11,1.22,2,1.54,1.41
8/19/2019,45.23,41.89,188.43,71.84,64.32,117.19,90.67,52.59,138.41,132.25,120.24,179.74,278.07,59.92,186.17,15.12,90.81,61.82,108.69,287.97,82.18,120.24,56.21,1.11,1.21,2.09,1.6,1.46
8/20/2019,45.2,41.66,186.97,71.46,63.76,116.6,90.33,52.59,137.26,130.6,118.9,179.24,277.04,59.13,183.81,15.06,90.07,61.57,107.31,285.71,81.67,118.9,56.34,1.11,1.22,2.04,1.56,1.43
8/21/2019,45.4,42.04,188.63,72.05,64.25,117.46,90.94,53.16,138.79,131.53,119.2,180.94,282.01,59.56,183.55,14.72,91.18,61.85,107.61,291.53,82.87,119.2,55.68,1.11,1.21,2.05,1.58,1.47
8/22/2019,45.23,41.96,188.02,71.94,64.22,117.29,90.87,53.12,137.78,131.27,119.42,180.09,280.77,59.48,182.04,14.81,90.28,61.71,108.72,287.69,82.69,119.42,55.35,1.11,1.23,2.1,1.61,1.49
8/23/2019,44.74,40.91,182.07,70.44,62.61,114.56,89.97,50.66,133.39,127.73,117.32,175.23,271.89,57.56,177.75,14.09,87.48,61.09,106.02,282.44,80.99,117.32,54.17,1.12,1.23,2.03,1.53,1.41
8/26/2019,45.01,41.36,184.82,71.09,63.32,115.69,89.53,51.62,135.45,127.8,119.32,177.59,276.43,58.44,180.36,14.33,88.44,61.5,106.87,288.74,81.89,119.32,53.64,1.11,1.22,2.04,1.55,1.43
8/27/2019,45,41.2,184.43,70.9,63.15,115.68,89.45,51.04,135.74,129.64,120.55,178.38,276.64,58.39,181.3,14.27,88.09,62.36,105.74,289.45,81.55,120.55,54.93,1.11,1.23,1.97,1.49,1.39
8/28/2019,45.18,41.44,185.09,71.19,63.52,116.07,89.77,51.38,135.56,128.68,121.4,178.67,278.24,58.55,181.76,14.37,88.21,62.63,106.8,282.13,82.46,121.4,55.78,1.11,1.22,1.94,1.47,1.37
8/29/2019,45.38,42.03,187.92,71.99,64.36,117.42,89.77,52.25,138.12,128.24,121.18,181.17,281.38,59.64,185.57,14.78,89.32,62.96,109.22,286.63,82.69,121.18,56.71,1.11,1.22,1.98,1.52,1.41
8/30/2019,45.52,41.99,187.47,72.13,64.31,117.66,89.77,52.19,137.86,128.36,120.23,180.82,281.37,59.41,185.67,15.04,88.81,63.18,109.86,284.51,82.45,120.23,55.1,1.1,1.22,1.97,1.51,1.39
9/3/2019,45.39,41.62,185.65,71.74,63.94,117.09,89.91,51.43,136.04,128.74,121.36,179.2,280.11,58.42,182.39,15,89.49,64.31,108.56,282.45,82.62,121.36,53.94,1.1,1.21,1.95,1.47,1.34
9/4/2019,45.66,42.07,188.33,72.7,64.63,118.54,91.7,52.3,137.63,128.86,123.21,181.77,286.1,59.07,187.14,14.71,90.03,64.83,109.87,284.6,82.05,123.21,56.26,1.1,1.22,1.96,1.46,1.32
9/5/2019,45.93,42.69,191.78,73.49,65.51,119.88,92.77,53.32,140.05,128.58,122.76,184.73,292.08,60.57,190.9,15.31,92.04,63.74,112.37,287.75,82.1,122.76,56.3,1.1,1.23,2.05,1.57,1.43
9/6/2019,45.97,42.66,191.59,73.59,65.59,120.11,92.77,53.32,139.1,128.21,122.87,185.74,291.38,60.25,187.49,15.16,91.68,63.87,112.61,284.94,82.55,122.87,56.52,1.1,1.23,2.02,1.55,1.42
9/9/2019,45.99,42.46,191.19,73.68,65.57,120.23,92.88,53.54,137.52,126.95,122.17,181.55,283.36,60.22,188.76,15.45,91.57,62.72,115.4,279.3,79.59,122.17,57.85,1.11,1.23,2.1,1.62,1.48
9/10/2019,45.85,42.32,190.64,73.69,65.48,120.11,92.88,54.18,136.08,129.55,119.88,176.35,272.33,60.3,186.17,15.7,91.03,61.53,116.87,276.14,77.89,119.88,57.4,1.11,1.24,2.18,1.7,1.57
9/11/2019,46.1,42.6,192.43,74.26,65.9,120.85,93.68,55.9,136.12,131.17,121.27,174.98,269.95,61.01,188.49,16.47,91.15,61.54,117.19,277.78,79.07,121.27,55.75,1.1,1.23,2.21,1.73,1.59
9/12/2019,46.22,42.79,193.23,74.58,66.34,121.61,94.35,55.77,137.52,130.43,122.77,177.98,276.4,61.71,187.47,16.39,92.18,61.67,117.91,278.02,79.44,122.77,55.09,1.11,1.23,2.26,1.79,1.65
9/13/2019,46.16,42.74,192.54,74.66,66.23,121.76,94.35,54.69,137.32,130.78,122.12,177.27,276.32,61.98,187.19,16.35,91.97,61.14,120.23,278.35,78.77,122.12,54.85,1.11,1.25,2.38,1.9,1.75
9/16/2019,46.11,42.64,191.68,74.35,66.04,121.03,93.62,54.98,136.33,129.54,119.75,176.11,274.08,61.57,186.22,16.19,90.39,60.45,119.16,282.93,78.22,119.75,62.9,1.1,1.24,2.31,1.84,1.7
9/17/2019,46.2,42.81,192.6,74.47,66.17,121.47,93.85,55.18,137.39,129.67,121.16,176.45,276.25,61.46,188.08,16.32,91.13,61.44,118.57,284.69,78.68,121.16,59.34,1.11,1.25,2.28,1.81,1.67
9/18/2019,46.15,42.84,192.52,74.43,66.15,121.34,94.06,55.69,138.52,130.41,121.41,175.29,275.1,61.62,188.14,16.23,90.87,61.5,119.76,279.72,79.16,121.41,58.11,1.11,1.25,2.24,1.79,1.66
9/19/2019,46.21,42.86,192.84,74.51,66.16,121.41,94.3,55.24,141.07,130.11,121.9,175.96,275.91,61.94,190.14,16.44,91.08,61.46,119.38,281.26,80.07,121.9,58.13,1.11,1.25,2.21,1.77,1.65
9/20/2019,46.2,42.51,190.8,74.23,65.95,120.99,94.17,54.43,139.44,131.65,122.24,174.06,271.17,61.5,189.93,16.04,89.71,59.97,118.9,277.91,81.2,122.24,58.09,1.1,1.25,2.2,1.76,1.63
9/23/2019,46.15,42.52,190.5,74.13,65.9,120.73,93.55,54.68,139.14,131.74,123.22,174.91,273.15,61.7,186.82,16.08,89.27,60.35,118.88,277.44,80.44,123.22,58.64,1.1,1.24,2.15,1.71,1.58
9/24/2019,46.04,42.1,187.97,73.69,65.17,119.97,92.86,54.42,137.38,131.55,123.61,174.48,271.12,60.94,181.28,14.88,87.08,60.96,117.33,272.47,79.71,123.61,57.29,1.1,1.25,2.1,1.64,1.51
9/25/2019,46.04,42.29,190.08,73.89,65.64,120.38,92.79,55.26,139.36,130.99,123.02,175.28,272.75,62.33,182.8,15.25,88.42,60.2,118,277.43,79.24,123.02,56.49,1.1,1.24,2.18,1.73,1.61
9/26/2019,46.07,42.18,189.38,73.81,65.52,120.06,93.27,54.97,139.54,128.85,124.31,175.65,273.89,62.07,180.11,16.17,86.99,60.69,117.03,283.81,79.98,124.31,56.41,1.09,1.23,2.13,1.69,1.57
9/27/2019,45.93,41.7,187.03,73.4,65.12,119.49,92.83,54.71,137.73,128.6,124.57,174,269.13,61.25,177.1,16.14,86.27,60.44,117.72,277.54,79.06,124.57,55.91,1.1,1.23,2.12,1.68,1.55
9/30/2019,46.06,42.01,188.81,73.75,65.37,120.07,93.25,55.99,139.03,129.38,124.38,172.01,271.57,60.95,178.08,16.06,86.8,60.1,117.69,276.25,80.27,124.38,54.07,1.09,1.23,2.12,1.68,1.55
10/1/2019,45.77,41.63,187.27,72.9,64.72,118.86,93.25,56.15,137.07,129.99,123.85,174.29,270.94,60.26,175.81,16.31,86.78,60.23,115.55,272.71,79.72,123.85,53.62,1.09,1.23,2.11,1.64,1.5
10/2/2019,45.15,40.97,184.05,71.68,63.45,116.77,90.45,54.74,134.65,132,121.08,169.83,264.48,58.83,174.6,16.21,85.66,59.1,113.25,266.66,77.83,121.08,52.64,1.1,1.23,2.09,1.6,1.43
10/3/2019,45.37,41.39,186.07,72.28,64.1,117.68,91.01,55.21,136.28,131.19,121.74,172.87,268.29,59.39,179.38,15.54,86.22,59.41,112.19,272.4,78.89,121.74,52.45,1.1,1.24,2.04,1.54,1.34
10/4/2019,45.67,41.97,188.81,73.04,64.87,119.22,91.01,56.75,138.12,133.66,124,175.98,274.06,60.45,180.45,15.43,86.98,59.68,114.62,276.96,81.05,124,52.81,1.1,1.23,2.02,1.52,1.33
10/7/2019,45.6,41.84,188.24,72.75,64.72,118.72,92.53,56.77,137.12,133.16,122.84,174.9,272.19,60.38,179.68,15.85,86.63,59.69,114.37,276.9,80.47,122.84,52.75,1.1,1.23,2.05,1.55,1.39
10/8/2019,45.22,41.21,185.42,71.79,63.59,117.16,92.53,56.1,135.67,131.84,120.93,172.42,267.07,59.46,177.75,16,85.28,59.11,111.82,270.83,79.42,120.93,52.63,1.1,1.22,2.04,1.54,1.36
10/9/2019,45.43,41.69,187.23,72.41,64.2,118.26,91.42,56.76,138.24,129.22,121.98,174.88,272.24,60.12,179.85,16.3,86.1,59.52,112.63,274.27,80.27,121.98,52.59,1.1,1.22,2.09,1.59,1.41
10/10/2019,45.54,41.92,188.68,72.98,64.58,118.85,92.06,57.52,139.1,129.06,121.94,174.88,273.83,60.43,180.03,16.32,86.01,59.29,114.21,274.98,79.87,121.94,53.55,1.1,1.24,2.15,1.66,1.48
10/11/2019,45.88,42.31,191.11,73.97,65.42,120.64,93.16,59.05,139.68,131.33,121.09,177.06,275.91,60.77,184.19,16.53,86.6,59.15,116.14,278.29,80.42,121.09,54.7,1.1,1.27,2.22,1.75,1.58
10/14/2019,45.83,42.29,191.09,73.77,65.3,120.34,92.99,58.97,139.55,130.72,120.05,177.36,276.38,60.86,183.28,17.13,86.82,58.72,116.45,277.78,80.75,120.05,53.59,1.11,1.28,2.2,1.73,1.56
10/15/2019,46.01,42.78,193.52,74.51,65.98,121.55,93.98,58.83,141.58,132.84,117.2,178.75,278.56,62.15,188.89,17.19,88.37,58.37,119.96,279.39,81.09,117.2,52.81,1.11,1.29,2.23,1.77,1.6
10/16/2019,46.09,42.67,193.04,74.53,65.76,121.24,93.8,58.59,140.41,135.17,117.53,177.87,278.27,62.18,189.55,17.32,88.87,59.39,119.68,272.7,80.53,117.53,53.36,1.11,1.29,2.23,1.75,1.57
10/17/2019,46.1,42.8,193.55,74.71,65.97,121.65,94,58.82,139.69,136.17,116.63,177.94,276.51,62.65,190.39,17.46,89.37,59.98,120.35,269.24,79.91,116.63,53.93,1.12,1.3,2.24,1.76,1.58
10/18/2019,46.16,42.48,191.69,74.46,65.67,121.4,93.88,59.1,137.41,127.7,117.47,175.71,270.63,62.27,185.85,17.13,87.88,60.08,120.56,265.52,80.74,117.47,53.78,1.12,1.3,2.25,1.75,1.56
10/21/2019,46.25,42.68,193.39,75,66.19,122.04,94.43,60.13,138.43,128.02,119.08,176.43,274.3,62.31,189.76,16.9,89.28,59.23,123.55,266.84,80.59,119.08,53.31,1.11,1.29,2.28,1.79,1.6
10/22/2019,46.14,42.31,191.85,74.76,65.95,121.79,94.19,59.99,136.37,129.2,122.18,170.86,261.26,62.14,182.34,17.04,88.29,59.17,124.79,261.09,77.52,122.18,54.16,1.11,1.29,2.25,1.77,1.59
10/23/2019,46.22,42.46,192.22,75.03,66.11,121.89,94.41,60.8,137.24,129.9,123,171.32,260.85,62.96,186.15,16.98,88.11,59.1,125.12,261.32,79.02,123,55.97,1.11,1.29,2.25,1.76,1.59
10/24/2019,46.37,42.8,194.09,75.2,66.3,122.29,94.69,60.9,139.94,127.5,124.79,176.16,268.75,63.05,186.38,19.98,89.04,59.75,125.03,269.7,78.74,124.79,56.23,1.11,1.28,2.26,1.77,1.59
10/25/2019,46.43,42.98,195.64,75.41,66.64,122.81,95.01,61.65,140.73,128.35,123.25,177.85,270.19,63.26,187.89,21.88,88.07,59.32,126.03,270.98,78.44,123.25,56.66,1.11,1.29,2.29,1.8,1.63
10/28/2019,46.45,43.31,197.57,75.86,67.14,123.45,95.61,62.26,144.19,129.18,123.48,179.84,275.93,64.5,189.4,21.85,88.85,58.93,126.51,271.35,78.38,123.48,55.81,1.11,1.29,2.35,1.85,1.67
10/29/2019,46.47,43.17,196.04,75.77,67.03,123.43,95.33,60.82,142.83,129.12,123.6,177.63,274.29,63.13,189.31,21.08,88.14,59.26,126.43,271.45,81.15,123.6,55.54,1.11,1.29,2.33,1.84,1.66
10/30/2019,46.61,43.42,196.99,75.95,67.21,123.78,95.69,60.82,144.61,132.84,124.94,179.25,277.15,63.06,188.25,21,89,60.16,125.73,278.41,82.21,124.94,55.06,1.12,1.29,2.27,1.8,1.64
10/31/2019,46.57,43.35,197.08,75.77,67.05,123.3,95.44,62.19,143.37,132.04,124.51,178.86,276.81,63.01,191.65,20.99,88.83,60.11,124.92,277.93,82.63,124.51,54.18,1.12,1.29,2.18,1.69,1.52
11/1/2019,46.86,43.71,198.87,76.54,67.58,124.37,96.31,63.96,143.72,131.2,123.87,180.93,279.05,63.69,193.62,20.89,89.57,59.75,127.8,277.82,80.99,123.87,56.2,1.11,1.29,2.21,1.73,1.55
11/4/2019,46.96,43.73,200.1,76.87,68,125.06,96.88,64.38,144.55,130.23,119.07,178.95,276.33,64.57,194.72,21.16,90.23,58.98,128.82,277.5,80,119.07,56.54,1.11,1.29,2.27,1.79,1.6
11/5/2019,46.89,43.59,200.21,76.89,67.85,125.03,96.85,64.28,144.46,130.42,118.9,176.37,269,64.6,194.32,21.15,90.09,59.44,129.1,289.29,79.07,118.9,57.23,1.11,1.29,2.35,1.87,1.67
11/6/2019,46.92,43.62,199.76,76.85,67.9,125.07,96.95,64.31,144.06,130.96,120.32,176.77,269.86,64.59,191.55,21.77,89.79,60.39,129.3,287.4,79.38,120.32,56.35,1.11,1.28,2.3,1.81,1.63
11/7/2019,46.93,43.74,200.43,77.17,68.09,125.46,97.18,64.86,144.26,131.43,119.62,178.43,272.79,65.44,190.42,22.37,89.41,59.67,130,290.77,79.03,119.62,57.15,1.1,1.28,2.4,1.93,1.74
11/8/2019,46.94,43.85,201.23,77.17,68.35,125.43,97.28,65.04,145.96,133,119.7,178.97,274.89,65.57,190.84,22.48,89.29,59.96,130.38,292.46,79.71,119.7,57.24,1.1,1.29,2.42,1.93,1.73
11/11/2019,46.87,43.88,200.96,76.99,68.18,125.21,97.18,65.55,146.11,131.98,119.33,179.54,277,64.96,189.61,23.01,88.58,59.54,129.92,290.27,79.41,119.33,56.86,1.1,1.29,2.43,1.94,1.75
11/12/2019,46.87,44.04,201.54,76.94,68.32,125.31,97.21,65.49,147.07,131.35,119.27,179.74,277.14,64.94,194.47,23.33,88.9,59.12,129.16,291.72,80.21,119.27,56.8,1.1,1.28,2.38,1.91,1.72
11/13/2019,46.88,44.19,201.59,76.87,68.35,125.15,97.26,66.12,147.31,131.27,120.65,179.41,278.07,64.9,193.19,23.07,87.66,59.7,128.48,293.54,80.88,120.65,57.12,1.1,1.29,2.35,1.87,1.68
11/14/2019,46.91,44.31,201.43,76.88,68.46,125.17,97.15,65.66,148.06,130.96,120.5,179.75,279.63,65.57,193.15,23.29,87.73,59.3,128.6,294.53,80.62,120.5,56.77,1.11,1.29,2.3,1.82,1.62
11/15/2019,47.04,44.7,202.91,77.39,68.92,126.1,97.62,66.44,149.97,134.94,120.54,179.77,280.78,66.74,195.1,23.48,86.97,59.03,129.53,297.5,80.95,120.54,57.72,1.11,1.3,2.31,1.83,1.65
11/18/2019,47.14,44.79,203.07,77.46,69.03,126.18,97.82,66.78,150.34,134.83,121.89,179.66,280.86,66.04,197.4,23.33,87.63,59.15,130.62,297.16,80.22,121.89,57.05,1.11,1.29,2.29,1.81,1.63
11/19/2019,47.13,44.88,203.37,77.37,69.13,126.2,97.73,66.57,150.39,134.82,121.42,182.77,285.31,65.77,199.32,23.97,87.64,59.02,130.58,300.6,80.72,121.42,55.21,1.11,1.29,2.26,1.79,1.62
11/20/2019,47.04,44.79,202.15,77.04,68.79,125.57,97.18,65.8,149.62,135.94,122.29,181.66,285.38,65.15,197.51,23.48,87.28,58.79,129.63,300.1,81.31,122.29,57.11,1.11,1.29,2.2,1.74,1.58
11/21/2019,46.98,44.62,201.7,77.01,68.75,125.36,97.07,65.5,149.48,136.44,120.34,179.89,284.45,65.07,197.93,23.66,86.74,58.19,129.93,298.8,81.49,120.34,58.58,1.1,1.28,2.23,1.77,1.61
11/22/2019,47.03,44.65,201.83,77.08,68.83,125.63,97.19,65.45,149.59,138.07,120.29,179.47,282.57,64.77,198.82,22.2,87.29,58.21,130.79,299.3,81.48,120.29,57.77,1.1,1.29,2.22,1.77,1.63
11/25/2019,47.22,45.09,204.22,77.67,69.36,126.62,97.96,66.59,151.23,137.18,120.51,180.97,287.61,65.33,199.79,22.42,88.69,58.58,131.49,305.28,81.72,120.51,58.01,1.1,1.29,2.21,1.76,1.62
11/26/2019,47.33,45.26,204.61,77.73,69.59,126.8,98.25,66.07,152.03,137.17,122.26,182.55,289.38,65.68,198.97,21.93,89.85,58.95,131.67,307.9,83.28,122.26,58.41,1.1,1.29,2.18,1.74,1.6
11/27/2019,47.35,45.49,206.04,78.02,69.89,127.17,98.56,66.96,152.32,137.75,121.76,184.37,291.7,65.65,202,22.09,90.93,59.04,132.06,309.06,83.54,121.76,58.11,1.1,1.29,2.19,1.77,1.63
11/29/2019,47.23,45.31,205.1,77.54,69.59,126.53,98.14,66.81,151.38,137.49,122.06,184.51,292.23,65.25,201.64,22,90.04,59.49,131.76,309.53,83.13,122.06,55.17,1.11,1.29,2.2,1.78,1.62
12/2/2019,46.93,44.82,203,77.04,68.93,125.66,97.48,66.04,149.55,137.36,122.72,181.79,286.47,64.5,199.7,22.32,89.08,59.28,131.47,302.75,82.99,122.72,55.96,1.11,1.3,2.29,1.84,1.66
12/3/2019,46.87,44.62,201.41,76.65,68.51,124.88,96.94,64.86,149.31,137.16,122.95,181.9,287.09,64.76,198.82,22.41,88.5,59.19,129.78,303.91,83.32,122.95,56.1,1.11,1.31,2.16,1.71,1.53
12/4/2019,47.14,44.79,202.43,77.18,69.04,125.86,97.58,65.44,149.85,139.38,124.53,180.6,286.84,66.03,198.71,22.2,88.03,59.52,132.34,302.51,84.55,124.53,58.43,1.11,1.32,2.23,1.78,1.61
12/5/2019,47.07,44.87,202.83,77.26,69.07,125.99,97.56,66.4,149.93,139.56,124.62,181.89,289.85,66.41,199.36,22.02,87.02,59.36,133.06,303.03,84.63,124.62,58.43,1.11,1.31,2.25,1.8,1.62
12/6/2019,47.37,45.26,205,77.87,69.74,127.08,98.47,67.68,151.75,140.38,124.19,182.17,290.4,67.03,201.05,22.39,87.58,59.81,135.04,306.23,84.72,124.19,59.2,1.11,1.32,2.28,1.84,1.67
12/9/2019,47.26,45.04,204.07,77.62,69.48,126.61,98.07,66.73,151.36,140.5,124.87,182.92,289.06,67.18,201.34,22.64,87.48,60.22,134.41,307.05,84.6,124.87,59.02,1.11,1.32,2.26,1.83,1.67
12/10/2019,47.2,44.97,203.9,77.57,69.42,126.51,98.1,67.12,151.13,139.99,124.27,182.26,288.61,67.23,200.87,23.26,86.96,59.96,134.5,304.17,84.96,124.27,59.24,1.11,1.32,2.25,1.83,1.68
